root/.circleci,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.0,273.0,341.0,341.0,341.0,341.0,446.0,446.0,446.0,446.0,0,654.0,654.0,654.0,313.0,338.0,358.0
root/.circleci/config.yml,root/.circleci,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.0,273.0,341.0,341.0,341.0,341.0,446.0,446.0,446.0,446.0,0,654.0,654.0,654.0,313.0,338.0,358.0
root/.github,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,56.0,0,70.0,70.0,70.0,78.0,78.0,78.0
root/.github/config.yml,root/.github,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,31.0,0,45.0,45.0,45.0,53.0,53.0,53.0
root/.github/stale.yml,root/.github,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,0,25.0,25.0,25.0,25.0,25.0,25.0
root/.travis.yml,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,8.0,8.0,0,15.0,15.0,0,15.0,15.0,15.0,15.0,0,15.0,15.0,15.0,15.0,24.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,32.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,18.0,34.0,34.0,34.0,34.0,34.0,34.0
root/app,root,0,107.0,0,107.0,0,222.0,320.0,320.0,350.0,356.0,0,336.0,336.0,356.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/app/atom_library_main.cc,root/app,0,13.0,0,13.0,0,15.0,15.0,15.0,15.0,15.0,0,15.0,15.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/app/atom_library_main.h,root/app,0,13.0,0,13.0,0,17.0,17.0,17.0,17.0,17.0,0,17.0,17.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/app/atom_main.cc,root/app,0,9.0,0,9.0,0,83.0,87.0,87.0,111.0,125.0,0,111.0,111.0,125.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/app/atom_main.h,root/app,0,0,0,0,0,0,0,0,5.0,5.0,0,5.0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/app/atom_main_delegate.cc,root/app,0,39.0,0,39.0,0,59.0,79.0,79.0,79.0,90.0,0,99.0,99.0,105.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/app/atom_main_delegate.h,root/app,0,33.0,0,33.0,0,34.0,42.0,42.0,42.0,41.0,0,41.0,41.0,41.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/app/atom_main_delegate_mac.mm,root/app,0,0,0,0,0,0,66.0,66.0,66.0,48.0,0,48.0,48.0,48.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/app/win,root/app,0,0,0,0,0,14.0,14.0,14.0,15.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/app/win/resource.h,root/app/win,0,0,0,0,0,14.0,14.0,14.0,15.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/appveyor.yml,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,28.0,0,28.0,28.0,28.0,28.0,0,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,0,0,0,0,0,24.0,0,0,0,0,65.0,65.0
root/atom,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19655.0,18664.0,19766.0,20719.0,19416.0,0,22058.0,23963.0,0,25961.0,26336.0,26679.0,27264.0,0,27264.0,27329.0,28105.0,30844.0,31945.0,33144.0,33144.0,33143.0,33147.0,33148.0,33148.0,33148.0,33148.0,33139.0,33139.0,33148.0,0,36576.0,36576.0,36729.0,37934.0,37953.0,37930.0,39239.0,42052.0,41942.0,41942.0,42911.0,36790.0,37998.0,37873.0,37865.0,39413.0,41228.0,42096.0,43666.0,42096.0,44233.0,44244.0,44382.0,46564.0,48420.0,48420.0,48422.0,49268.0,49641.0,49929.0,50565.0,53156.0,53156.0,53156.0,54155.0,56780.0,56779.0,56791.0,57334.0,57523.0,58334.0,58847.0,59207.0,60372.0,60372.0,60385.0,61035.0,63247.0,63240.0,63247.0,63957.0,0,65722.0,65896.0,65896.0,65407.0,66196.0,66302.0
root/atom/app,root/atom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359.0,359.0,359.0,373.0,371.0,0,433.0,445.0,0,445.0,515.0,515.0,632.0,0,632.0,660.0,739.0,702.0,702.0,703.0,703.0,703.0,704.0,703.0,703.0,703.0,703.0,703.0,703.0,703.0,0,857.0,857.0,857.0,867.0,867.0,867.0,957.0,950.0,950.0,950.0,950.0,950.0,946.0,946.0,946.0,926.0,959.0,959.0,959.0,959.0,960.0,960.0,960.0,974.0,985.0,985.0,985.0,985.0,997.0,1002.0,1005.0,1027.0,1027.0,1027.0,1027.0,997.0,1000.0,1000.0,1007.0,1033.0,1055.0,1055.0,1055.0,1078.0,1078.0,1078.0,1078.0,2536.0,2529.0,2536.0,2550.0,0,2548.0,2548.0,2548.0,1174.0,1197.0,1197.0
root/atom/app/atom_content_client.cc,root/atom/app,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0,30.0,0,30.0,30.0,30.0,30.0,0,30.0,30.0,96.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,0,114.0,114.0,114.0,114.0,114.0,114.0,211.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,216.0,216.0,216.0,238.0,238.0,238.0,238.0,225.0,225.0,225.0,225.0,225.0,225.0,225.0,225.0,225.0,225.0,225.0,225.0,225.0,225.0,225.0,226.0,0,227.0,227.0,227.0,227.0,244.0,244.0
