root/.codeclimate.yml,root,0,0,0,11.0,11.0,11.0,0,0,0,0,0,0,0,0,0,0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
root/.github,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
root/.github/config.yml,root/.github,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
root/.travis.yml,root,0,0,0,0,0,0,29.0,32.0,32.0,32.0,34.0,34.0,34.0,32.0,33.0,33.0,33.0,33.0,33.0,33.0,35.0,35.0,39.0,39.0,35.0,35.0,35.0,35.0,35.0,0,0,0,0,0,0,0
root/Google Play Music,root,992.0,1051.0,2227.0,3736.0,3936.0,4438.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Google Play Music/App.config,root/Google Play Music,6.0,6.0,42.0,64.0,67.0,70.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Google Play Music/CEF Modules,root/Google Play Music,0,0,0,0,92.0,130.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Google Play Music/CEF Modules/DragHandler.cs,root/Google Play Music/CEF Modules,0,0,0,0,13.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Google Play Music/CEF Modules/MenuHandler.cs,root/Google Play Music/CEF Modules,0,0,0,0,27.0,33.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Google Play Music/CEF Modules/ResourceHandlerFactory.cs,root/Google Play Music/CEF Modules,0,0,0,0,52.0,77.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Google Play Music/ColorWheel.cs,root/Google Play Music,0,0,0,572.0,430.0,430.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Google Play Music/CoreMusicApp.CEF.cs,root/Google Play Music,0,0,35.0,75.0,77.0,88.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Google Play Music/CoreMusicApp.Designer.cs,root/Google Play Music,0,0,57.0,57.0,57.0,57.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Google Play Music/CoreMusicApp.Hooks.cs,root/Google Play Music,0,0,52.0,105.0,99.0,99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Google Play Music/CoreMusicApp.States.cs,root/Google Play Music,0,0,82.0,93.0,97.0,111.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Google Play Music/CoreMusicApp.UpdateChecker.cs,root/Google Play Music,0,0,65.0,92.0,92.0,48.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Google Play Music/CoreMusicApp.cs,root/Google Play Music,0,0,246.0,331.0,336.0,365.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Google Play Music/Form1.Designer.cs,root/Google Play Music,49.0,49.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Google Play Music/Form1.cs,root/Google Play Music,193.0,250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Google Play Music/Google Play Music.csproj,root/Google Play Music,234.0,235.0,295.0,327.0,330.0,380.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Google Play Music/Gruntfile.js,root/Google Play Music,0,0,0,0,0,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Google Play Music/JSBound.cs,root/Google Play Music,0,0,177.0,219.0,224.0,228.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Google Play Music/LastFM.Intergration.cs,root/Google Play Music,0,0,0,181.0,189.0,189.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Google Play Music/MenuHandler.cs,root/Google Play Music,0,0,27.0,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Google Play Music/PlaybackAPI.cs,root/Google Play Music,0,0,0,0,0,93.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Google Play Music/Program.cs,root/Google Play Music,19.0,19.0,19.0,52.0,52.0,53.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Google Play Music/Properties,root/Google Play Music,184.0,184.0,262.0,334.0,364.0,414.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Google Play Music/Properties/AssemblyInfo.cs,root/Google Play Music/Properties,36.0,36.0,36.0,36.0,36.0,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Google Play Music/Properties/Resources.Designer.cs,root/Google Play Music/Properties,122.0,122.0,140.0,140.0,158.0,196.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Google Play Music/Properties/Settings.Designer.cs,root/Google Play Music/Properties,26.0,26.0,86.0,158.0,170.0,182.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Google Play Music/ResourceHandlerFactory.cs,root/Google Play Music,0,0,36.0,52.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Google Play Music/Resources,root/Google Play Music,125.0,125.0,379.0,427.0,492.0,92.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Google Play Music/Resources/JS,root/Google Play Music/Resources,0,0,0,0,492.0,92.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Google Play Music/Resources/JS/custom-interface.js,root/Google Play Music/Resources/JS,0,0,0,0,107.0,92.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Google Play Music/Resources/JS/dark-theme.js,root/Google Play Music/Resources/JS,0,0,0,0,190.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Google Play Music/Resources/JS/mini-player.js,root/Google Play Music/Resources/JS,0,0,0,0,195.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Google Play Music/Resources/custom-interface.js,root/Google Play Music/Resources,0,0,63.0,93.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Google Play Music/Resources/dark-theme.js,root/Google Play Music/Resources,125.0,125.0,168.0,166.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Google Play Music/Resources/mini-player.js,root/Google Play Music/Resources,0,0,148.0,168.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Google Play Music/SettingsDialog.Designer.cs,root/Google Play Music,0,0,0,246.0,265.0,308.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Google Play Music/SettingsDialog.cs,root/Google Play Music,0,0,0,182.0,189.0,255.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Google Play Music/SongAlert.cs,root/Google Play Music,0,0,129.0,145.0,145.0,155.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Google Play Music/SplashScreen.Designer.cs,root/Google Play Music,0,0,0,0,0,70.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Google Play Music/SplashScreen.cs,root/Google Play Music,0,0,0,0,0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Google Play Music/UpdateDialog.cs,root/Google Play Music,0,0,139.0,139.0,139.0,139.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Google Play Music/Utilities,root/Google Play Music,0,0,0,0,184.0,591.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Google Play Music/Utilities/ColorMath.cs,root/Google Play Music/Utilities,0,0,0,0,135.0,135.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Google Play Music/Utilities/HslColor.cs,root/Google Play Music/Utilities,0,0,0,0,49.0,49.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Google Play Music/Utilities/Updater.cs,root/Google Play Music/Utilities,0,0,0,0,0,243.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Google Play Music/Utilities/Version.cs,root/Google Play Music/Utilities,0,0,0,0,0,164.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Google Play Music/globalKeyboardHook.cs,root/Google Play Music,171.0,171.0,171.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Google Play Music/packages.config,root/Google Play Music,11.0,12.0,14.0,16.0,16.0,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Gruntfile.js,root,0,0,0,0,0,0,35.0,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/MR_CHANGELOG.html,root,0,0,0,0,0,0,19.0,15.0,15.0,12.0,12.0,16.0,11.0,13.0,18.0,10.0,8.0,13.0,13.0,17.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,20.0,20.0,20.0,20.0,11.0,16.0,15.0
root/Material Skin,root,0,0,4572.0,4632.0,4632.0,4675.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Material Skin/Animations,root/Material Skin,0,0,431.0,431.0,431.0,431.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Material Skin/Animations/AnimationDirection.cs,root/Material Skin/Animations,0,0,12.0,12.0,12.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Material Skin/Animations/AnimationManager.cs,root/Material Skin/Animations,0,0,366.0,366.0,366.0,366.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Material Skin/Animations/Animations.cs,root/Material Skin/Animations,0,0,53.0,53.0,53.0,53.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Material Skin/ColorScheme.cs,root/Material Skin,0,0,349.0,349.0,349.0,349.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Material Skin/Controls,root/Material Skin,0,0,3154.0,3200.0,3200.0,3220.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Material Skin/Controls/MaterialCheckbox.cs,root/Material Skin/Controls,0,0,250.0,250.0,250.0,258.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Material Skin/Controls/MaterialContextMenuStrip.cs,root/Material Skin/Controls,0,0,195.0,195.0,195.0,195.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Material Skin/Controls/MaterialDivider.cs,root/Material Skin/Controls,0,0,22.0,22.0,22.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Material Skin/Controls/MaterialFlatButton.cs,root/Material Skin/Controls,0,0,141.0,141.0,141.0,141.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Material Skin/Controls/MaterialForm.cs,root/Material Skin/Controls,0,0,595.0,641.0,641.0,653.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Material Skin/Controls/MaterialLabel.cs,root/Material Skin/Controls,0,0,24.0,24.0,24.0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Material Skin/Controls/MaterialListView.cs,root/Material Skin/Controls,0,0,126.0,126.0,126.0,126.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Material Skin/Controls/MaterialMenuStrip.cs,root/Material Skin/Controls,0,0,140.0,140.0,140.0,140.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Material Skin/Controls/MaterialRadioButton.cs,root/Material Skin/Controls,0,0,211.0,211.0,211.0,211.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Material Skin/Controls/MaterialRaisedButton.cs,root/Material Skin/Controls,0,0,78.0,78.0,78.0,78.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Material Skin/Controls/MaterialSingleLineTextField.cs,root/Material Skin/Controls,0,0,1170.0,1170.0,1170.0,1170.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Material Skin/Controls/MaterialTabControl.cs,root/Material Skin/Controls,0,0,22.0,22.0,22.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Material Skin/Controls/MaterialTabSelector.cs,root/Material Skin/Controls,0,0,180.0,180.0,180.0,180.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Material Skin/DrawHelper.cs,root/Material Skin,0,0,43.0,43.0,43.0,43.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Material Skin/IMaterialControl.cs,root/Material Skin,0,0,17.0,17.0,17.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Material Skin/MaterialSkin.csproj,root/Material Skin,0,0,115.0,115.0,115.0,116.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Material Skin/MaterialSkinManager.cs,root/Material Skin,0,0,345.0,359.0,359.0,359.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Material Skin/Properties,root/Material Skin,0,0,118.0,118.0,118.0,118.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Material Skin/Properties/AssemblyInfo.cs,root/Material Skin/Properties,0,0,35.0,35.0,35.0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Material Skin/Properties/Resources.Designer.cs,root/Material Skin/Properties,0,0,83.0,83.0,83.0,83.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Material Skin/Utilities,root/Material Skin,0,0,0,0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/Material Skin/Utilities/DPIMath.cs,root/Material Skin/Utilities,0,0,0,0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/UnitTests.Test,root,0,0,0,0,213.0,213.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/UnitTests.Test/ColorMathTest.cs,root/UnitTests.Test,0,0,0,0,32.0,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/UnitTests.Test/Properties,root/UnitTests.Test,0,0,0,0,36.0,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/UnitTests.Test/Properties/AssemblyInfo.cs,root/UnitTests.Test/Properties,0,0,0,0,36.0,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/UnitTests.Test/UnitTests.Test.csproj,root/UnitTests.Test,0,0,0,0,118.0,118.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/UnitTests.Test/app.config,root/UnitTests.Test,0,0,0,0,19.0,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/UnitTests.Test/packages.config,root/UnitTests.Test,0,0,0,0,8.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/appveyor.yml,root,0,0,0,0,27.0,30.0,40.0,41.0,41.0,48.0,54.0,54.0,55.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,0,61.0,61.0,61.0,61.0,61.0,61.0
