root/.eslintrc.js,root,0,0,0,0,0,0,0,24.0,26.0,26.0,26.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,57.0,57.0,57.0,57.0,58.0,60.0,60.0,60.0,60.0,62.0,62.0,62.0,62.0,62.0,62.0,67.0,67.0,71.0,72.0,72.0,72.0,76.0,77.0,77.0,78.0,78.0,78.0,78.0,78.0,78.0,83.0,83.0,85.0,85.0,85.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0
root/README.md,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
root/app,root,0,0,0,0,0,0,0,0,3931.0,3805.0,3910.0,4019.0,4053.0,4141.0,4238.0,4336.0,4539.0,4554.0,4575.0,4636.0,4635.0,4795.0,4940.0,4226.0,4336.0,4413.0,4429.0,4502.0,4564.0,4718.0,4744.0,4772.0,4904.0,4940.0,5082.0,5182.0,5240.0,5635.0,5669.0,5671.0,5721.0,5305.0,5406.0,5410.0,5411.0,5630.0,5625.0,5669.0,5896.0,5955.0,6246.0,6073.0,6089.0,6100.0,6156.0,6341.0,6403.0,6417.0,6445.0,6496.0,6444.0,6449.0
root/app/404.html,root/app,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
root/app/admin.html,root/app,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226.0,226.0,226.0,226.0,226.0,291.0,291.0,364.0,444.0,444.0,444.0,444.0,444.0,444.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/app/index.html,root/app,0,0,0,0,0,0,0,0,241.0,242.0,262.0,263.0,263.0,268.0,282.0,286.0,286.0,286.0,286.0,290.0,281.0,284.0,309.0,349.0,373.0,409.0,408.0,423.0,423.0,455.0,458.0,462.0,464.0,464.0,468.0,469.0,469.0,501.0,515.0,516.0,516.0,521.0,555.0,555.0,553.0,621.0,621.0,627.0,762.0,778.0,785.0,792.0,793.0,794.0,794.0,837.0,837.0,839.0,861.0,857.0,857.0,857.0
root/app/js,root/app,0,0,0,0,0,0,0,0,3102.0,2915.0,2949.0,3035.0,3069.0,3104.0,3156.0,3182.0,3334.0,3345.0,3363.0,3407.0,3414.0,3569.0,3640.0,2850.0,2880.0,2885.0,2896.0,2723.0,2762.0,2804.0,2817.0,2837.0,2883.0,2916.0,2981.0,3000.0,3052.0,3208.0,3210.0,3210.0,3246.0,3269.0,3316.0,3315.0,3317.0,3390.0,3385.0,3409.0,3458.0,3495.0,3764.0,3580.0,3582.0,3592.0,3648.0,3677.0,3710.0,3721.0,3723.0,3778.0,3725.0,3730.0
root/app/js/Database.js,root/app/js,0,0,0,0,0,0,0,0,152.0,152.0,152.0,196.0,221.0,221.0,221.0,247.0,337.0,337.0,337.0,357.0,357.0,404.0,448.0,517.0,520.0,520.0,520.0,523.0,521.0,521.0,521.0,521.0,521.0,521.0,522.0,523.0,549.0,554.0,554.0,554.0,559.0,566.0,566.0,566.0,566.0,587.0,587.0,587.0,587.0,587.0,589.0,589.0,589.0,589.0,589.0,589.0,589.0,591.0,591.0,620.0,620.0,621.0
root/app/js/MockedDatabase.js,root/app/js,0,0,0,0,0,0,0,0,1171.0,1171.0,1180.0,1190.0,1193.0,1195.0,1200.0,1200.0,1203.0,1203.0,1203.0,1203.0,1203.0,1224.0,1224.0,1206.0,1206.0,1206.0,1206.0,1206.0,1206.0,1206.0,1206.0,1206.0,1206.0,1206.0,1206.0,1206.0,1206.0,1206.0,1206.0,1206.0,1206.0,1206.0,1206.0,1206.0,1206.0,1206.0,1206.0,1206.0,1206.0,1206.0,1206.0,1206.0,1206.0,1206.0,1206.0,1206.0,1206.0,1206.0,1206.0,1206.0,1206.0,1206.0
root/app/js/Session.js,root/app/js,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.0,66.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0
