root/1960,root,0,17.97779971389655,18.611444889326595,21.010043691215117,37.2122736332378,60.39737161112598,98.43909242184004,110.67503231929246,138.7659480976521,188.5495829070665,196.47972692283577,198.06583328601903,204.91139920066908,209.88528215712228,259.642770865922,286.1055518614629,312.9026057969604,265.05572117599627,262.75058807538164,300.7806181827791,230.67814513785615
root/1960/1000EyesofDrMabuseTheDie1000AugendesDrMabuse,root/1960,0,0,0,0,0,0,0,0,0,3.3333333333333335,2.75,4.0,4.1875,2.5,4.25,3.090909090909091,3.5,3.4,2.5,4.5,0
root/1960/13FightingMen,root/1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
root/1960/13Ghosts,root/1960,0,0,0,0,0,0,3.0454545454545454,2.3469387755102042,2.6704545454545454,2.4193548387096775,2.75,2.62,2.7672413793103448,2.902439024390244,2.8727810650887573,2.774193548387097,2.9939759036144578,3.242857142857143,3.7,4.166666666666667,2.75
root/1960/3WorldsofGulliverThe,root/1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8333333333333335,3.7,0,4.083333333333333,0,3.5,0
root/1960/3rdVoiceThe,root/1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,3.0,0,0,0
root/1960/AdventuresofHuckleberryFinnThe,root/1960,0,0,0,0,0,0,0,0,3.0416666666666665,3.388888888888889,2.933333333333333,3.9166666666666665,3.3125,3.125,3.9,3.5625,2.3333333333333335,3.2916666666666665,0,0,2.0
root/1960/AlamoThe,root/1960,0,0,0,0,0,3.4545454545454546,3.4946236559139785,3.2934782608695654,3.2540983606557377,3.1491228070175437,3.2916666666666665,2.96,3.4074074074074074,2.9,3.28,3.6363636363636362,2.75,3.532258064516129,2.875,3.1666666666666665,2.9
root/1960/AlltheFineYoungCannibals,root/1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5
root/1960/AlltheYoungMen,root/1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0
root/1960/AmazingTransparentManThe,root/1960,0,0,0,0,0,0,0,0,0,1.5,3.5,1.0,1.875,2.625,3.6666666666666665,0,2.0,2.5833333333333335,0,2.0,0
root/1960/ApartmentThe,root/1960,0,4.044943820224719,4.004405286343612,3.94300518134715,4.076115485564304,4.083924349881797,4.088772845953002,4.141129032258065,4.130612244897959,4.036144578313253,4.061889250814332,4.029100529100529,4.004347826086956,4.007246376811594,3.9878048780487805,3.961764705882353,3.971830985915493,3.9502262443438916,3.9908536585365852,4.143356643356643,3.7642857142857142
root/1960/ArnulfRainer,root/1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0
root/1960/AvventuraLAdventureThe,root/1960,0,0,0,0,0,0,0,0,0,3.935483870967742,4.09375,4.0,4.184615384615385,3.7280701754385963,4.119047619047619,3.75,3.5434782608695654,3.75,3.8703703703703702,4.15,4.1
root/1960/BadLuckZezowateszczescie,root/1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0
