root/.travis.yml,root,0,0,0,0,0,0,0,0,0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,18.0,18.0,18.0,18.0,18.0,18.0
root/bindings,root,0,0,0,0,0,0,0,0,0,0,0,0,1414.0,1414.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/bindings/csharp,root/bindings,0,0,0,0,0,0,0,0,0,0,0,0,1414.0,1414.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/bindings/csharp/openalpr-net,root/bindings/csharp,0,0,0,0,0,0,0,0,0,0,0,0,458.0,458.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/bindings/csharp/openalpr-net/AssemblyInfo.cpp,root/bindings/csharp/openalpr-net,0,0,0,0,0,0,0,0,0,0,0,0,40.0,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/bindings/csharp/openalpr-net/Stdafx.cpp,root/bindings/csharp/openalpr-net,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/bindings/csharp/openalpr-net/Stdafx.h,root/bindings/csharp/openalpr-net,0,0,0,0,0,0,0,0,0,0,0,0,7.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/bindings/csharp/openalpr-net/openalpr-net.cpp,root/bindings/csharp/openalpr-net,0,0,0,0,0,0,0,0,0,0,0,0,394.0,394.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/bindings/csharp/openalpr-net/openalpr-net.h,root/bindings/csharp/openalpr-net,0,0,0,0,0,0,0,0,0,0,0,0,9.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/bindings/csharp/openalpr-net/resource.h,root/bindings/csharp/openalpr-net,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/bindings/csharp/openalprnet-cli,root/bindings/csharp,0,0,0,0,0,0,0,0,0,0,0,0,322.0,322.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/bindings/csharp/openalprnet-cli/CommandLine.cs,root/bindings/csharp/openalprnet-cli,0,0,0,0,0,0,0,0,0,0,0,0,82.0,82.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/bindings/csharp/openalprnet-cli/Program.cs,root/bindings/csharp/openalprnet-cli,0,0,0,0,0,0,0,0,0,0,0,0,140.0,140.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/bindings/csharp/openalprnet-cli/Properties,root/bindings/csharp/openalprnet-cli,0,0,0,0,0,0,0,0,0,0,0,0,36.0,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/bindings/csharp/openalprnet-cli/Properties/AssemblyInfo.cs,root/bindings/csharp/openalprnet-cli/Properties,0,0,0,0,0,0,0,0,0,0,0,0,36.0,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/bindings/csharp/openalprnet-cli/openalprnet-cli.csproj,root/bindings/csharp/openalprnet-cli,0,0,0,0,0,0,0,0,0,0,0,0,64.0,64.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/bindings/csharp/openalprnet-windemo,root/bindings/csharp,0,0,0,0,0,0,0,0,0,0,0,0,634.0,634.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/bindings/csharp/openalprnet-windemo/Form1.Designer.cs,root/bindings/csharp/openalprnet-windemo,0,0,0,0,0,0,0,0,0,0,0,0,192.0,192.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/bindings/csharp/openalprnet-windemo/Form1.cs,root/bindings/csharp/openalprnet-windemo,0,0,0,0,0,0,0,0,0,0,0,0,179.0,179.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/bindings/csharp/openalprnet-windemo/Program.cs,root/bindings/csharp/openalprnet-windemo,0,0,0,0,0,0,0,0,0,0,0,0,39.0,39.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/bindings/csharp/openalprnet-windemo/Properties,root/bindings/csharp/openalprnet-windemo,0,0,0,0,0,0,0,0,0,0,0,0,125.0,125.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
