root/.babelrc.js,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,16.0,16.0,24.0,0,0,0,0,0
root/.travis.yml,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,12.0,12.0,13.0,13.0,13.0
root/build,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
root/build/gitbook.css,root/build,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
root/dist,root,0,0,0,1502.0,1581.0,1963.0,1955.0,1969.0,1988.0,2000.0,2000.0,2000.0,2142.0,2155.0,2239.0,2316.0,2352.0,2352.0,2352.0,2048.0,2050.0,2067.0,2064.0,2070.0,2068.0,2149.0,2592.0,2564.0,2564.0,2564.0,0,0,0,0,0
root/dist/redux-saga.js,root/dist,0,0,0,1501.0,1580.0,1962.0,1954.0,1968.0,1987.0,1999.0,1999.0,1999.0,2141.0,2154.0,2238.0,2315.0,2351.0,2351.0,2351.0,2047.0,2049.0,2066.0,2063.0,2069.0,2067.0,2148.0,2591.0,2563.0,2563.0,2563.0,0,0,0,0,0
root/dist/redux-saga.min.js,root/dist,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0
root/effects.js,root,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/examples,root,51392.0,27961.0,2693.0,2972.0,2985.0,3022.0,3229.0,3230.0,3230.0,3230.0,3230.0,3230.0,3230.0,3236.0,3257.0,3255.0,3255.0,3255.0,3249.0,3249.0,3249.0,3249.0,3249.0,3249.0,3249.0,3249.0,3313.0,3313.0,3313.0,3313.0,3306.0,3414.0,3414.0,3414.0,3355.0
root/examples/async,root/examples,0,325.0,325.0,323.0,322.0,319.0,454.0,454.0,454.0,454.0,454.0,454.0,454.0,454.0,454.0,454.0,454.0,454.0,454.0,454.0,454.0,454.0,454.0,454.0,454.0,454.0,515.0,515.0,515.0,515.0,379.0,379.0,379.0,379.0,379.0
root/examples/async/index.html,root/examples/async,0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
root/examples/async/src,root/examples/async,0,311.0,311.0,309.0,308.0,305.0,304.0,304.0,304.0,304.0,304.0,304.0,304.0,304.0,304.0,304.0,304.0,304.0,304.0,304.0,304.0,304.0,304.0,304.0,304.0,304.0,304.0,304.0,304.0,304.0,276.0,276.0,276.0,276.0,276.0
root/examples/async/src/actions,root/examples/async/src,0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,34.0,34.0,34.0,34.0,34.0
root/examples/async/src/actions/index.js,root/examples/async/src/actions,0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,34.0,34.0,34.0,34.0,34.0
root/examples/async/src/components,root/examples/async/src,0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,37.0,37.0,37.0,37.0,37.0
root/examples/async/src/components/Picker.js,root/examples/async/src/components,0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,26.0,26.0,26.0,26.0,26.0
