root/.travis.yml,root,2.0,2.0,2.0,11.0,11.0,24.0,24.0,24.0,25.0,25.0,25.0,25.0,23.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,19.0
root/Makefile,root,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,15.0
root/examples,root,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,0
root/examples/index.html,root/examples,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,0
root/fetch.js,root,218.0,213.0,209.0,343.0,344.0,344.0,344.0,330.0,330.0,349.0,349.0,349.0,381.0,381.0,384.0,384.0,450.0,433.0,433.0,433.0,433.0,433.0,433.0,433.0,458.0,458.0,458.0,461.0,464.0,464.0,466.0,466.0,466.0,500.0,466.0,466.0,481.0,516.0
root/prettier.config.js,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
root/rollup.config.js,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0
root/script,root,0,0,0,0,0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,108.0,108.0,119.0,119.0,119.0,123.0,123.0,137.0,137.0,137.0,137.0,137.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,144.0,0
root/script/phantomjs,root/script,0,0,0,0,0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,27.0,27.0,27.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,0
root/script/saucelabs,root/script,0,0,0,0,0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,0
root/script/saucelabs-api,root/script,0,0,0,0,0,0,0,0,0,0,0,0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,0
root/script/saucelabs-result,root/script,0,0,0,0,0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/script/saucelabs-start,root/script,0,0,0,0,0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/script/saucelabs-status,root/script,0,0,0,0,0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/script/test,root/script,0,0,0,0,0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,11.0,0
root/test,root,269.0,336.0,336.0,926.0,934.0,948.0,948.0,866.0,866.0,948.0,948.0,948.0,1050.0,1050.0,1167.0,1167.0,1237.0,1247.0,1247.0,1247.0,1247.0,1247.0,1247.0,1247.0,1314.0,1314.0,1334.0,1344.0,1344.0,1344.0,1344.0,1351.0,1351.0,1394.0,1351.0,1351.0,1364.0,1712.0
root/test/cjs.js,root/test,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,0
root/test/karma-worker.config.js,root/test,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0
root/test/karma.config.js,root/test,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0
root/test/mocha-phantomjs-hooks.js,root/test,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0
root/test/run.sh,root/test,14.0,14.0,14.0,15.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/test/server.js,root/test,71.0,83.0,83.0,143.0,143.0,143.0,143.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.0
root/test/test-worker.html,root/test,0,0,0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,44.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,0
