root/p,root,125.0,150.0,390.0,547.0,705.0,754.0,1321.0,153.0,465.0,1633.0,1985.0,2246.0,2482.0,2857.0,2857.0,2932.0,3025.0,3154.0,3629.0,3879.0,3955.0,4318.0,4449.0,4515.0,4546.0,4599.0,4662.0,4478.0,3955.0,4415.0,4313.0,4835.0,4875.0,4963.0,4965.0,5026.0,5314.0,5316.0,5399.0,5368.0,5505.0,5482.0,5480.0,5578.0,5986.0,6000.0,5898.0,6123.0,5599.0,6409.0
root/p/src,root/p,125.0,150.0,390.0,547.0,705.0,754.0,1321.0,153.0,465.0,1633.0,1985.0,2246.0,2482.0,2857.0,2857.0,2932.0,3025.0,3154.0,3629.0,3879.0,3955.0,4318.0,4449.0,4515.0,4546.0,4599.0,4662.0,4478.0,3955.0,4415.0,4313.0,4835.0,4875.0,4963.0,4965.0,5026.0,5314.0,5316.0,5399.0,5368.0,5505.0,5482.0,5480.0,5578.0,5986.0,6000.0,5898.0,6123.0,5599.0,6409.0
root/p/src/DEV,root/p/src,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/p/src/DEV/res,root/p/src/DEV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/p/src/DEV/res/values,root/p/src/DEV/res,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/p/src/DEV/res/values/addresses.xml,root/p/src/DEV/res/values,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/p/src/androidTest,root/p/src,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0
root/p/src/androidTest/java,root/p/src/androidTest,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0
root/p/src/androidTest/java/com,root/p/src/androidTest/java,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0
root/p/src/androidTest/java/com/iwsbrazil,root/p/src/androidTest/java/com,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0
root/p/src/androidTest/java/com/iwsbrazil/calcuta,root/p/src/androidTest/java/com/iwsbrazil,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0
root/p/src/androidTest/java/com/iwsbrazil/calcuta/ExampleInstrumentedTest.java,root/p/src/androidTest/java/com/iwsbrazil/calcuta,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0
root/p/src/main,root/p/src,82.0,107.0,347.0,504.0,662.0,711.0,1278.0,110.0,422.0,1590.0,1942.0,2203.0,2439.0,2814.0,2814.0,2889.0,2982.0,3111.0,3582.0,3832.0,3908.0,4271.0,4402.0,4468.0,4499.0,4552.0,4615.0,4431.0,3908.0,4368.0,4266.0,4788.0,4828.0,4916.0,4918.0,4979.0,5271.0,5273.0,5356.0,5325.0,5462.0,5439.0,5437.0,5535.0,5943.0,5957.0,5855.0,6080.0,5556.0,6366.0
root/p/src/main/AndroidManifest.xml,root/p/src/main,20.0,21.0,30.0,32.0,32.0,25.0,35.0,22.0,22.0,33.0,34.0,39.0,59.0,59.0,59.0,59.0,59.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,79.0,70.0,79.0,71.0,70.0,76.0,77.0,76.0,76.0,76.0,76.0,76.0,76.0,78.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
root/p/src/main/java,root/p/src/main,13.0,37.0,230.0,360.0,515.0,280.0,766.0,39.0,292.0,895.0,1232.0,920.0,1118.0,1486.0,1486.0,1564.0,1657.0,1754.0,2212.0,2442.0,2518.0,2855.0,2984.0,3050.0,3068.0,3117.0,3183.0,2921.0,2511.0,2932.0,2813.0,3292.0,3359.0,3403.0,3406.0,3467.0,3663.0,3663.0,3706.0,3716.0,3793.0,3771.0,3770.0,3836.0,4136.0,4149.0,4056.0,4262.0,3861.0,4539.0
root/p/src/main/java/com,root/p/src/main/java,13.0,37.0,230.0,360.0,515.0,280.0,766.0,39.0,292.0,895.0,1232.0,920.0,1118.0,1486.0,1486.0,1564.0,1657.0,1754.0,2212.0,2442.0,2518.0,2855.0,2984.0,3050.0,3068.0,3117.0,3183.0,2921.0,2511.0,2932.0,2813.0,3292.0,3359.0,3403.0,3406.0,3467.0,3663.0,3663.0,3706.0,3716.0,3793.0,3771.0,3770.0,3836.0,4136.0,4149.0,4056.0,4262.0,3861.0,4539.0
root/p/src/main/java/com/iwsbrazil,root/p/src/main/java/com,13.0,37.0,230.0,360.0,515.0,280.0,766.0,39.0,292.0,895.0,1232.0,920.0,1118.0,1486.0,1486.0,1564.0,1657.0,1754.0,2212.0,2442.0,2518.0,2855.0,2984.0,3050.0,3068.0,3117.0,3183.0,2921.0,2511.0,2932.0,2813.0,3292.0,3359.0,3403.0,3406.0,3467.0,3663.0,3663.0,3706.0,3716.0,3793.0,3771.0,3770.0,3836.0,4136.0,4149.0,4056.0,4262.0,3861.0,4539.0
root/p/src/main/java/com/iwsbrazil/calcuta,root/p/src/main/java/com/iwsbrazil,13.0,37.0,230.0,360.0,515.0,280.0,766.0,39.0,292.0,895.0,1232.0,920.0,1118.0,1486.0,1486.0,1564.0,1657.0,1754.0,2212.0,2442.0,2518.0,2855.0,2984.0,3050.0,3068.0,3117.0,3183.0,2921.0,2511.0,2932.0,2813.0,3292.0,3359.0,3403.0,3406.0,3467.0,3663.0,3663.0,3706.0,3716.0,3793.0,3771.0,3770.0,3836.0,4136.0,4149.0,4056.0,4262.0,3861.0,4539.0
root/p/src/main/java/com/iwsbrazil/calcuta/CalcutaApplication.java,root/p/src/main/java/com/iwsbrazil/calcuta,0,24.0,30.0,28.0,31.0,24.0,31.0,24.0,24.0,28.0,25.0,28.0,28.0,38.0,38.0,38.0,39.0,39.0,39.0,48.0,39.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,39.0,39.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,39.0,42.0,39.0,42.0,41.0
root/p/src/main/java/com/iwsbrazil/calcuta/MainActivity.java,root/p/src/main/java/com/iwsbrazil/calcuta,13.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/p/src/main/java/com/iwsbrazil/calcuta/adapter,root/p/src/main/java/com/iwsbrazil/calcuta,0,0,0,0,0,0,0,0,65.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/p/src/main/java/com/iwsbrazil/calcuta/adapter/RecyclerAdapter.java,root/p/src/main/java/com/iwsbrazil/calcuta/adapter,0,0,0,0,0,0,0,0,65.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
