root/Action,root,3.9639952856114515,6.890373769886625,11.280195285589956,13.300851803371515,17.440268093976478,21.156710076187426,22.854053152672034,26.79215368574016,34.01092787884828,37.36122968589743,38.19064889228922,45.465056634107505,46.50106634630657,55.78228391384729,60.77916629914253,70.3267628413407,72.17426617639754,71.99298615283625,80.33736172591878,73.09876346922455
root/Action/Adventure,root/Action,1.8996524578666634,4.893933639436752,7.859480469869147,9.324277719073454,11.458659079066887,12.203824957817565,12.392021592255764,15.739714748946927,22.2966864095166,25.561974236106693,25.638936400341866,30.65413590022189,29.20374367600373,36.29811386793609,36.70336746148547,46.509626800085535,47.88229798109429,45.24061909959413,51.556616567744065,46.826975559368066
root/Action/Adventure/Animation,root/Action/Adventure,0.9249379460707797,0.9945799058844841,1.128569655708993,1.0438522725956643,2.1177531985273963,2.1516953077734318,1.9981216790053753,2.740903502918682,4.388394239059917,5.202881178998355,5.435250092655289,7.047234491644405,9.090392795514074,11.446560282759078,11.77761382633503,17.429003503975515,20.96382922280898,20.68859707274269,24.34392596459792,23.261192189424687
root/Action/Adventure/Animation/Children,root/Action/Adventure/Animation,0.9249379460707797,0.9945799058844841,1.128569655708993,1.0438522725956643,2.1177531985273963,2.1516953077734318,1.9981216790053753,2.740903502918682,4.388394239059917,5.202881178998355,5.435250092655289,7.047234491644405,9.090392795514074,11.446560282759078,11.77761382633503,17.429003503975515,20.96382922280898,20.68859707274269,24.34392596459792,23.261192189424687
root/Action/Adventure/Animation/Children/Bionicle3WebofShadows,root/Action/Adventure/Animation/Children,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7071067811865476,0
root/Action/Adventure/Animation/Children/Brave,root/Action/Adventure/Animation/Children,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7115825359098864,0.7409640047138203,0.8402452494910541,0.8180981883141133
root/Action/Adventure/Animation/Children/Comedy,root/Action/Adventure/Animation/Children,0,0,0,0,0,0,0,0,0.6266059837884799,1.7031928151958784,1.7279415775248066,3.623497939368785,5.408250839650408,6.396602645482712,6.294479283271863,12.416264715398992,11.798107555209807,13.153531801518312,13.723219943990076,16.97313367575859
root/Action/Adventure/Animation/Children/Comedy/AsterixandCleopatraAstérixetCléopâtre,root/Action/Adventure/Animation/Children/Comedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9309493362512627,0.5925394005266406,0.6123724356957945,0,1.4404860290887933
root/Action/Adventure/Animation/Children/Comedy/AsterixandtheGaulsAstérixleGaulois,root/Action/Adventure/Animation/Children/Comedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7017148213885114,0.43485924631145206,0.75,1.4142135623730951,1.5165750888103102
root/Action/Adventure/Animation/Children/Comedy/Bolt,root/Action/Adventure/Animation/Children/Comedy,0,0,0,0,0,0,0,0,0,0,0,0,0.925481851213612,0.7474405083052016,0.832829775596933,0.8442706450225944,0.7958177964977391,0.7675724196790635,0.8544486044124701,0.9613278496787144
root/Action/Adventure/Animation/Children/Comedy/Fantasy,root/Action/Adventure/Animation/Children/Comedy,0,0,0,0,0,0,0,0,0,0,0,0.8975509851943245,1.014764150783218,1.140609782524539,1.072816561276745,1.6914992431756493,2.7913462434170926,3.099235562546187,2.23648793332847,3.2524001771079503
root/Action/Adventure/Animation/Children/Comedy/Fantasy/AtlantisMilosReturn,root/Action/Adventure/Animation/Children/Comedy/Fantasy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.227576655221353,1.4719601443879744,0,0
root/Action/Adventure/Animation/Children/Comedy/Fantasy/TMNTTeenageMutantNinjaTurtles,root/Action/Adventure/Animation/Children/Comedy/Fantasy,0,0,0,0,0,0,0,0,0,0,0,0.8975509851943245,1.014764150783218,1.140609782524539,1.072816561276745,0.9875562665889697,0.938083151964686,0.7433919416750282,0.7071067811865476,1.0552897060221726
root/Action/Adventure/Animation/Children/Comedy/Fantasy/TheLegoMovie,root/Action/Adventure/Animation/Children/Comedy/Fantasy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9015031630144412,1.0005244182595794
root/Action/Adventure/Animation/Children/Comedy/Fantasy/TwelveTasksofAsterixTheLesdouzetravauxdAstérix,root/Action/Adventure/Animation/Children/Comedy/Fantasy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7039429765866795,0.6256864362310537,0.8838834764831844,0.627877989127481,1.1965860528261985
root/Action/Adventure/Animation/Children/Comedy/IMAX,root/Action/Adventure/Animation/Children/Comedy,0,0,0,0,0,0,0,0,0,0,0,0,0.8558361644355051,0.8574831959994588,0.9529526823965451,1.8206139824689624,1.6428769214335173,1.79615480345362,1.8936096576557588,1.9446147651785182
root/Action/Adventure/Animation/Children/Comedy/IMAX/KungFuPanda2,root/Action/Adventure/Animation/Children/Comedy/IMAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.844358670751296,0.7804105412156264,0.9302392525780759,0.9540305722090586,0.9454314251759062
root/Action/Adventure/Animation/Children/Comedy/IMAX/MadagascarEscape2Africa,root/Action/Adventure/Animation/Children/Comedy/IMAX,0,0,0,0,0,0,0,0,0,0,0,0,0.8558361644355051,0.8574831959994588,0.9529526823965451,0.9762553117176663,0.862466380217891,0.8659155508755443,0.9395790854467003,0.999183340002612
root/Action/Adventure/Animation/Children/Comedy/IncrediblesThe,root/Action/Adventure/Animation/Children/Comedy,0,0,0,0,0,0,0,0,0.6266059837884799,0.7198573157913202,0.7717179660911504,0.8552390352769458,0.7890180279551825,0.8337314792742955,0.8377441478161516,0.8434831375620083,0.8388634752668458,0.7996753950647173,0.9065311579945777,0.9417149082345933
root/Action/Adventure/Animation/Children/Comedy/Romance,root/Action/Adventure/Animation/Children/Comedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9273538096118981,0.8003887394162701,0.8654021396491648,0.9454677653692504,0.8793304617479769,1.1998752869466693,1.048770151734321
root/Action/Adventure/Animation/Children/Comedy/Romance/IceAgeDawnoftheDinosaurs,root/Action/Adventure/Animation/Children/Comedy/Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9273538096118981,0.8003887394162701,0.8654021396491648,0.9454677653692504,0.8793304617479769,1.1998752869466693,1.048770151734321
root/Action/Adventure/Animation/Children/Comedy/Sci-Fi,root/Action/Adventure/Animation/Children/Comedy,0,0,0,0,0,0,0,0,0,0.9833354994045582,0.9562236114336563,1.8707079188975144,1.8231506452628903,1.8899838697673186,1.7977473767692178,2.872347371420458,2.9070566608518287,3.613156159151828,4.283229244598234,4.878666759164696
root/Action/Adventure/Animation/Children/Comedy/Sci-Fi/ChickenLittle,root/Action/Adventure/Animation/Children/Comedy/Sci-Fi,0,0,0,0,0,0,0,0,0,0.9833354994045582,0.9562236114336563,0.9749197515956876,0.9294956383136993,1.004222296661961,0.8474297934943996,0.9659090153781051,0.9687634767046038,0.8752879710461376,0.9843013798370935,1.0663076535465794
root/Action/Adventure/Animation/Children/Comedy/Sci-Fi/FreeBirds,root/Action/Adventure/Animation/Children/Comedy/Sci-Fi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7071067811865476,0.9164862737363227,1.755942292142123
root/Action/Adventure/Animation/Children/Comedy/Sci-Fi/IMAX,root/Action/Adventure/Animation/Children/Comedy/Sci-Fi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9013878188659973,1.0408329997330663,0.9731236802019038,1.2122064363978786,0.9161253813129043
root/Action/Adventure/Animation/Children/Comedy/Sci-Fi/IMAX/MarsNeedsMoms,root/Action/Adventure/Animation/Children/Comedy/Sci-Fi/IMAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9013878188659973,1.0408329997330663,0.9731236802019038,1.2122064363978786,0.9161253813129043
root/Action/Adventure/Animation/Children/Comedy/Sci-Fi/MeettheRobinsons,root/Action/Adventure/Animation/Children/Comedy/Sci-Fi,0,0,0,0,0,0,0,0,0,0,0,0.895788167301827,0.8936550069491909,0.8857615731053577,0.9503175832748181,1.0050505371763556,0.8974601844141585,1.0576377267172392,1.170235154626939,1.1402914321630897
root/Action/Adventure/Animation/Children/Comedy/Western,root/Action/Adventure/Animation/Children/Comedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8459840384603796,0.849280045535441,0.836034564179125,0.9348244966808016,0.9885779467606939
root/Action/Adventure/Animation/Children/Comedy/Western/Rango,root/Action/Adventure/Animation/Children/Comedy/Western,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8459840384603796,0.849280045535441,0.836034564179125,0.9348244966808016,0.9885779467606939
root/Action/Adventure/Animation/Children/DragonBallMysticalAdventureDoragonbôruMakafushigidaibôken,root/Action/Adventure/Animation/Children,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2583057392117918,0,0.3535533905932738,0
root/Action/Adventure/Animation/Children/DragonBallSleepingPrincessinDevilsCastleDoragonbôruMajinjônonemurihime,root/Action/Adventure/Animation/Children,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4433756729740643,0,1.7677669529663689,0
root/Action/Adventure/Animation/Children/DragonBallTheCurseOfTheBloodRubiesDoragonbôruShenronnodensetsu,root/Action/Adventure/Animation/Children,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6072751268321592,0,0,0.7071067811865476
root/Action/Adventure/Animation/Children/Fantasy,root/Action/Adventure/Animation/Children,0.9249379460707797,0.9945799058844841,1.128569655708993,1.0438522725956643,1.0707096482931735,1.12735692950643,1.043469532887491,1.820268168818969,1.609828593906538,1.8890616981553192,1.6801234231096764,1.678766952489747,1.851305639493867,3.3250750975083747,3.0931319292019652,2.8719853500495267,2.948111250733992,3.963579131974834,3.8040035558450898,1.992217144841877
root/Action/Adventure/Animation/Children/Fantasy/Bionicle2LegendsofMetruNui,root/Action/Adventure/Animation/Children/Fantasy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7071067811865476,0
root/Action/Adventure/Animation/Children/Fantasy/BionicleMaskofLightBionicleMaskofLightTheMovie,root/Action/Adventure/Animation/Children/Fantasy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7071067811865476,0
root/Action/Adventure/Animation/Children/Fantasy/PagemasterThe,root/Action/Adventure/Animation/Children/Fantasy,0.9249379460707797,0.9945799058844841,1.128569655708993,1.0438522725956643,1.0707096482931735,1.12735692950643,1.043469532887491,1.0404747566847767,0.9307843181986944,1.0740444257903992,0.9457507306074072,0.9159168866854175,1.1840496966810667,1.2152307247126837,1.1367971201176101,1.0776290967892128,1.0715283036513066,1.0930932902440076,0.7122871199007256,1.0307764064044151
root/Action/Adventure/Animation/Children/Fantasy/Sci-Fi,root/Action/Adventure/Animation/Children/Fantasy,0,0,0,0,0,0,0,0.7797934121341922,0.6790442757078435,0.81501727236492,0.7343726925022692,0.7628500658043295,0.6672559428128002,2.109844372795691,1.956334809084355,1.7943562532603137,1.8765829470826856,2.8704858417308268,1.6775028735712691,0.9614407384374619
root/Action/Adventure/Animation/Children/Fantasy/Sci-Fi/BatmanSupermanMovieThe,root/Action/Adventure/Animation/Children/Fantasy/Sci-Fi,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3469697418205493,1.2149262874514735,1.1106541457982981,1.050062654772261,0.7559289460184545,0.5773502691896258,0
root/Action/Adventure/Animation/Children/Fantasy/Sci-Fi/GIJoeTheMovie,root/Action/Adventure/Animation/Children/Fantasy/Sci-Fi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3416407864998738,0.3535533905932738,0
root/Action/Adventure/Animation/Children/Fantasy/Sci-Fi/LaputaCastleintheSkyTenkûnoshiroRapyuta,root/Action/Adventure/Animation/Children/Fantasy/Sci-Fi,0,0,0,0,0,0,0,0.7797934121341922,0.6790442757078435,0.81501727236492,0.7343726925022692,0.7628500658043295,0.6672559428128002,0.7628746309751419,0.7414085216328817,0.6837021074620157,0.8265202923104247,0.7729161092124981,0.7465992137883697,0.9614407384374619
