root/.travis.yml,root,0,0,0,0,0,0,0,0,0,0,0,32.0,43.0,43.0,57.0,54.0,54.0,54.0,54.0,54.0,54.0
root/App,root,0,0,2163.0,2502.0,2529.0,2502.0,2529.0,1825.0,1860.0,1825.0,1953.0,2232.0,2743.0,2743.0,2745.0,2743.0,2745.0,2745.0,2745.0,2745.0,2745.0
root/App/BitBar,root/App,0,0,1754.0,2093.0,2120.0,2093.0,2120.0,1439.0,1474.0,1439.0,1567.0,1846.0,2191.0,2191.0,2193.0,2191.0,2193.0,2193.0,2193.0,2193.0,2193.0
root/App/BitBar/AppDelegate.h,root/App/BitBar,0,0,18.0,18.0,18.0,18.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/App/BitBar/AppDelegate.m,root/App/BitBar,0,0,22.0,24.0,24.0,24.0,24.0,57.0,30.0,57.0,66.0,210.0,218.0,218.0,265.0,218.0,265.0,265.0,265.0,265.0,265.0
root/App/BitBar/BitBarController.h,root/App/BitBar,0,0,18.0,18.0,18.0,18.0,18.0,0,17.0,0,0,0,0,0,0,0,0,0,0,0,0
root/App/BitBar/BitBarController.m,root/App/BitBar,0,0,32.0,32.0,32.0,32.0,32.0,0,28.0,0,0,0,0,0,0,0,0,0,0,0,0
root/App/BitBar/ExecutablePlugin.h,root/App/BitBar,0,0,15.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
root/App/BitBar/ExecutablePlugin.m,root/App/BitBar,0,0,149.0,149.0,138.0,149.0,138.0,138.0,138.0,138.0,152.0,155.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0
root/App/BitBar/HTMLPlugin.h,root/App/BitBar,0,0,15.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0
root/App/BitBar/HTMLPlugin.m,root/App/BitBar,0,0,76.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0
root/App/BitBar/LaunchAtLoginController.h,root/App/BitBar,0,0,33.0,33.0,33.0,33.0,33.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/App/BitBar/LaunchAtLoginController.m,root/App/BitBar,0,0,128.0,128.0,128.0,128.0,128.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/App/BitBar/NSColor+Hex.h,root/App/BitBar,0,0,0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
root/App/BitBar/NSColor+Hex.m,root/App/BitBar,0,0,0,55.0,55.0,55.0,55.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0
root/App/BitBar/NSDate+TimeAgo.h,root/App/BitBar,0,0,16.0,16.0,16.0,16.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/App/BitBar/NSDate+TimeAgo.m,root/App/BitBar,0,0,331.0,331.0,331.0,331.0,331.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
