root/EastAsia&Pacific,root,110.0,110.0,118.0,120.0,120.0,120.0,115.0,115.0,122.0,137.0,137.0,137.0,137.0,137.0
root/EastAsia&Pacific/Australia,root/EastAsia&Pacific,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
root/EastAsia&Pacific/BruneiDarussalam,root/EastAsia&Pacific,0,0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
root/EastAsia&Pacific/Cambodia,root/EastAsia&Pacific,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
root/EastAsia&Pacific/China,root/EastAsia&Pacific,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0
root/EastAsia&Pacific/Fiji,root/EastAsia&Pacific,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0
root/EastAsia&Pacific/HongKongSARChina,root/EastAsia&Pacific,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
root/EastAsia&Pacific/Indonesia,root/EastAsia&Pacific,0,0,0,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0
root/EastAsia&Pacific/Japan,root/EastAsia&Pacific,0,0,0,0,0,0,0,0,0,6.0,6.0,6.0,6.0,6.0
root/EastAsia&Pacific/Kiribati,root/EastAsia&Pacific,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
root/EastAsia&Pacific/KoreaRep,root/EastAsia&Pacific,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
root/EastAsia&Pacific/LaoPDR,root/EastAsia&Pacific,8.0,8.0,8.0,8.0,8.0,8.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
root/EastAsia&Pacific/Malaysia,root/EastAsia&Pacific,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
root/EastAsia&Pacific/Mongolia,root/EastAsia&Pacific,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
root/EastAsia&Pacific/Myanmar,root/EastAsia&Pacific,0,0,0,0,0,0,0,0,6.0,6.0,6.0,6.0,6.0,6.0
root/EastAsia&Pacific/NewZealand,root/EastAsia&Pacific,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
root/EastAsia&Pacific/Palau,root/EastAsia&Pacific,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
root/EastAsia&Pacific/PapuaNewGuinea,root/EastAsia&Pacific,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
root/EastAsia&Pacific/Philippines,root/EastAsia&Pacific,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
root/EastAsia&Pacific/Samoa,root/EastAsia&Pacific,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
