root/.travis.yml,root,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,22.0,22.0,21.0,21.0,29.0,28.0,29.0,29.0,29.0,29.0,23.0,32.0,32.0,32.0,32.0,35.0,35.0,35.0,37.0
root/appveyor.yml,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,40.0,47.0,47.0,49.0,49.0,49.0,49.0,49.0,50.0,55.0,49.0,57.0,57.0,57.0,57.0,56.0,56.0,54.0
root/clean.py,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
root/docs,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,867.0,867.0,867.0,930.0,930.0,930.0,940.0,940.0,464.0,464.0,478.0,518.0,518.0,518.0,516.0
root/docs/Makefile,root/docs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225.0,225.0,225.0,225.0,225.0,225.0,225.0,225.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
root/docs/conf.py,root/docs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352.0,352.0,352.0,352.0,352.0,352.0,360.0,360.0,0,0,0,0,0,0,0
root/docs/environment.yml,root/docs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
root/docs/make.bat,root/docs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281.0,281.0,281.0,281.0,281.0,281.0,281.0,281.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0
root/docs/scripts,root/docs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.0,63.0,63.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0
root/docs/scripts/graph-dependencies.js,root/docs/scripts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.0,63.0,63.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0
root/docs/source,root/docs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336.0,336.0,350.0,390.0,390.0,390.0,388.0
root/docs/source/_static,root/docs/source,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.0,57.0,57.0,62.0,62.0,62.0,60.0
root/docs/source/_static/custom.css,root/docs/source/_static,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.0,57.0,57.0,62.0,62.0,62.0,60.0
root/docs/source/_templates,root/docs/source,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.0,54.0,68.0,103.0,103.0,103.0,103.0
root/docs/source/_templates/breadcrumbs.html,root/docs/source/_templates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,49.0,49.0,49.0,49.0
root/docs/source/_templates/footer.html,root/docs/source/_templates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.0,54.0,54.0,54.0,54.0,54.0,54.0
root/docs/source/conf.py,root/docs/source,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225.0,225.0,225.0,225.0,225.0,225.0,225.0
root/environment.yml,root,0,0,0,0,0,0,0,0,0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
root/example,root,0,12.0,0,123.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/example/index.css,root/example,0,3.0,0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/example/index.html,root/example,0,9.0,0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/example/main.py,root/example,0,0,0,83.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/example/webpack.conf.js,root/example,0,0,0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/examples,root,0,0,162.0,0,756.0,246.0,788.0,1245.0,1502.0,1111.0,1111.0,1106.0,1158.0,1161.0,820.0,574.0,615.0,616.0,614.0,614.0,580.0,666.0,666.0,660.0,661.0,678.0,724.0,728.0,728.0,728.0,728.0,723.0,722.0
root/examples/app,root/examples,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.0,141.0,139.0,139.0,136.0,225.0,225.0,174.0,175.0,175.0,190.0,194.0,194.0,194.0,194.0,193.0,204.0
root/examples/app/extract-data.js,root/examples/app,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.0,59.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
root/examples/app/index.html,root/examples/app,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,15.0,15.0,15.0,15.0,18.0,18.0,18.0,18.0,18.0,18.0,17.0,17.0,17.0,17.0,17.0,17.0
root/examples/app/index.js,root/examples/app,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,47.0,45.0,45.0,42.0,47.0,47.0,47.0,47.0,47.0,48.0,48.0,48.0,48.0,48.0,48.0,47.0
root/examples/app/main.py,root/examples/app,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0,44.0,44.0,44.0,44.0,65.0,65.0,63.0,63.0,63.0,77.0,82.0,82.0,82.0,82.0,82.0,82.0
root/examples/app/webpack.config.js,root/examples/app,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.0,35.0,35.0,35.0,35.0,36.0,36.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,34.0,46.0
root/examples/cell,root/examples,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.0,58.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,54.0
root/examples/cell/index.css,root/examples/cell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,40.0
root/examples/cell/index.html,root/examples/cell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,11.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
root/examples/console,root/examples,0,0,0,0,0,15.0,0,130.0,254.0,161.0,164.0,164.0,167.0,167.0,96.0,96.0,122.0,122.0,122.0,122.0,91.0,91.0,91.0,88.0,88.0,92.0,123.0,123.0,123.0,123.0,123.0,122.0,130.0
