root/1893,root,0,1.755942292142123,0,0,0
root/1893/BlacksmithScene,root/1893,0,1.755942292142123,0,0,0
root/1923,root,0,0,0,0.3535533905932738,0
root/1923/GlumovsDiaryDnevnikGlumova,root/1923,0,0,0,0.3535533905932738,0
root/1944,root,0,0,0,1.2724180205607036,0.6422285251880867
root/1944/AtLand,root/1944,0,0,0,1.2724180205607036,0.2886751345948129
root/1944/ThePrivateLifeofaCat,root/1944,0,0,0,0,0.3535533905932738
root/1945,root,0,0,0,1.4142135623730951,0
root/1945/StudyinChoreographyforCameraA,root/1945,0,0,0,1.4142135623730951,0
root/1957,root,0,0,0,1.0606601717798212,0
root/1957/Lacravate,root/1957,0,0,0,1.0606601717798212,0
root/1964,root,0.8232726023485646,1.6931233465600393,0.7071067811865476,1.5572411502397439,0
root/1964/ScorpioRising,root/1964,0.8232726023485646,1.6931233465600393,0.7071067811865476,1.5572411502397439,0
root/1975,root,0,0,0,0.3535533905932738,0
root/1975/TwoSolutionsforOneProblemDowRahehalBarayeyekMassaleh,root/1975,0,0,0,0.3535533905932738,0
root/1979,root,0,0,0,0,0.3535533905932738
root/1979/LostandFound,root/1979,0,0,0,0,0.3535533905932738
root/1989,root,0,0,0,0,1.0606601717798212
root/1989/Homework,root/1989,0,0,0,0,1.0606601717798212
root/1994,root,0.3535533905932738,0,0,0,1.0408329997330663
root/1994/BeastieBoysSabotage,root/1994,0,0,0,0,1.0408329997330663
root/1994/Glitterbug,root/1994,0.3535533905932738,0,0,0,0
root/1999,root,0,0,0,1.0606601717798212,0
root/1999/DirectfromBrooklyn,root/1999,0,0,0,1.0606601717798212,0
root/2000,root,0,0,0,0,1.7677669529663689
root/2000/LaissonsLuciefaire,root/2000,0,0,0,0,1.7677669529663689
root/2004,root,0,0,0,0,1.7677669529663689
root/2004/VenusFleur,root/2004,0,0,0,0,1.7677669529663689
root/2006,root,0,0,0,0,1.0606601717798212
root/2006/KamomeDiner,root/2006,0,0,0,0,1.0606601717798212
root/2007,root,0,0,0,0,0.3535533905932738
root/2007/CapturingMary,root/2007,0,0,0,0,0.3535533905932738
root/2008,root,0,0,0,1.4142135623730951,0
root/2008/Sekirei,root/2008,0,0,0,1.4142135623730951,0
root/2011,root,0,0,0,0,1.7677669529663689
root/2011/The3Rs,root/2011,0,0,0,0,1.7677669529663689
root/2012,root,0,0,0,0,3.181980515339464
root/2012/BrothersontheLine,root/2012,0,0,0,0,2.4748737341529163
root/2012/StarsAbove,root/2012,0,0,0,0,0.3535533905932738
root/2012/Walker,root/2012,0,0,0,0,0.3535533905932738
root/2013,root,0,0,0,0.7472170590486632,2.9248521502816547
root/2013/CastingCouch,root/2013,0,0,0,0,1.7677669529663689
root/2013/DoctorWhoTheTimeoftheDoctor,root/2013,0,0,0,0.7472170590486632,1.1570851973152858
root/2014,root,0,0,0,0,1.7677669529663689
root/2014/Hits,root/2014,0,0,0,0,1.0606601717798212
root/2014/WomenArentFunny,root/2014,0,0,0,0,0.7071067811865476
root/2015,root,0,0,0,0,5.3645861402751365
root/2015/AsWeWereDreaming,root/2015,0,0,0,0,0.5773502691896258
root/2015/Bizarre,root/2015,0,0,0,0,0.9617692030835673
root/2015/IxcanulVolcano,root/2015,0,0,0,0,0.7071067811865476
root/2015/PettingZoo,root/2015,0,0,0,0,1.6253204812179862
root/2015/TokyoFiancée,root/2015,0,0,0,0,1.4930394055974097
