root/EastAsia&Pacific,root,39826.0,39826.0,39826.0,39826.0,39826.0,39826.0,44503.0,44503.0,44503.0,44503.0,44503.0,39826.0
root/EastAsia&Pacific/Australia,root/EastAsia&Pacific,534.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0
root/EastAsia&Pacific/BruneiDarussalam,root/EastAsia&Pacific,2722.0,2722.0,2722.0,2722.0,2722.0,2722.0,2722.0,2722.0,2722.0,2722.0,2722.0,2722.0
root/EastAsia&Pacific/Cambodia,root/EastAsia&Pacific,1904.0,1904.0,1904.0,1904.0,1904.0,1904.0,1904.0,1904.0,1904.0,1904.0,1904.0,1904.0
root/EastAsia&Pacific/China,root/EastAsia&Pacific,645.0,645.0,645.0,645.0,645.0,645.0,645.0,645.0,645.0,645.0,645.0,645.0
root/EastAsia&Pacific/Fiji,root/EastAsia&Pacific,2592.0,2592.0,2592.0,2592.0,2592.0,2592.0,2592.0,2592.0,2592.0,2592.0,2592.0,2592.0
root/EastAsia&Pacific/Indonesia,root/EastAsia&Pacific,2702.0,2702.0,2702.0,2702.0,2702.0,2702.0,2702.0,2702.0,2702.0,2702.0,2702.0,2702.0
root/EastAsia&Pacific/Japan,root/EastAsia&Pacific,1668.0,1668.0,1668.0,1668.0,1668.0,1668.0,1668.0,1668.0,1668.0,1668.0,1668.0,1668.0
root/EastAsia&Pacific/Kiribati,root/EastAsia&Pacific,0,0,0,0,0,0,630.0,630.0,630.0,630.0,630.0,0
root/EastAsia&Pacific/KoreaDemPeople’sRep,root/EastAsia&Pacific,1054.0,1054.0,1054.0,1054.0,1054.0,1054.0,1054.0,1054.0,1054.0,1054.0,1054.0,1054.0
root/EastAsia&Pacific/KoreaRep,root/EastAsia&Pacific,1274.0,1274.0,1274.0,1274.0,1274.0,1274.0,1274.0,1274.0,1274.0,1274.0,1274.0,1274.0
root/EastAsia&Pacific/LaoPDR,root/EastAsia&Pacific,1834.0,1834.0,1834.0,1834.0,1834.0,1834.0,1834.0,1834.0,1834.0,1834.0,1834.0,1834.0
root/EastAsia&Pacific/Malaysia,root/EastAsia&Pacific,2875.0,2875.0,2875.0,2875.0,2875.0,2875.0,2875.0,2875.0,2875.0,2875.0,2875.0,2875.0
root/EastAsia&Pacific/MarshallIslands,root/EastAsia&Pacific,0,0,0,0,0,0,560.0,560.0,560.0,560.0,560.0,0
root/EastAsia&Pacific/MicronesiaFedSts,root/EastAsia&Pacific,0,0,0,0,0,0,758.0,758.0,758.0,758.0,758.0,0
root/EastAsia&Pacific/Mongolia,root/EastAsia&Pacific,241.0,241.0,241.0,241.0,241.0,241.0,241.0,241.0,241.0,241.0,241.0,241.0
root/EastAsia&Pacific/Myanmar,root/EastAsia&Pacific,2091.0,2091.0,2091.0,2091.0,2091.0,2091.0,2091.0,2091.0,2091.0,2091.0,2091.0,2091.0
root/EastAsia&Pacific/Nauru,root/EastAsia&Pacific,0,0,0,0,0,0,285.0,285.0,285.0,285.0,285.0,0
root/EastAsia&Pacific/NewZealand,root/EastAsia&Pacific,1732.0,1732.0,1732.0,1732.0,1732.0,1732.0,1732.0,1732.0,1732.0,1732.0,1732.0,1732.0
root/EastAsia&Pacific/Palau,root/EastAsia&Pacific,0,0,0,0,0,0,494.0,494.0,494.0,494.0,494.0,0
root/EastAsia&Pacific/PapuaNewGuinea,root/EastAsia&Pacific,3142.0,3142.0,3142.0,3142.0,3142.0,3142.0,3142.0,3142.0,3142.0,3142.0,3142.0,3142.0
root/EastAsia&Pacific/Philippines,root/EastAsia&Pacific,2348.0,2348.0,2348.0,2348.0,2348.0,2348.0,2348.0,2348.0,2348.0,2348.0,2348.0,2348.0
root/EastAsia&Pacific/Samoa,root/EastAsia&Pacific,0,0,0,0,0,0,1583.0,1583.0,1583.0,1583.0,1583.0,0
root/EastAsia&Pacific/Singapore,root/EastAsia&Pacific,2497.0,2497.0,2497.0,2497.0,2497.0,2497.0,2497.0,2497.0,2497.0,2497.0,2497.0,2497.0
root/EastAsia&Pacific/SolomonIslands,root/EastAsia&Pacific,3028.0,3028.0,3028.0,3028.0,3028.0,3028.0,3028.0,3028.0,3028.0,3028.0,3028.0,3028.0
root/EastAsia&Pacific/Thailand,root/EastAsia&Pacific,1622.0,1622.0,1622.0,1622.0,1622.0,1622.0,1622.0,1622.0,1622.0,1622.0,1622.0,1622.0
root/EastAsia&Pacific/TimorLeste,root/EastAsia&Pacific,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0
root/EastAsia&Pacific/Tuvalu,root/EastAsia&Pacific,0,0,0,0,0,0,161.0,161.0,161.0,161.0,161.0,0
