root/.travis.yml,root,0,0,0,0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,31.0,31.0,31.0,31.0,31.0,31.0
root/examples,root,28913.0,29106.0,29106.0,29683.0,30070.0,25354.0,25354.0,25354.0,25354.0,25354.0,11312.0,12917.0,12910.0,12949.0,12997.0,16302.0,16352.0,16378.0,16873.0,17328.0,17328.0,17387.0,18077.0,18077.0,18086.0,18125.0,20836.0,20858.0,20858.0,20896.0,20859.0,20876.0,20882.0,20841.0,20849.0,20849.0,20856.0,20849.0,20854.0,21008.0,21010.0,21087.0,21086.0,21131.0,21279.0,21367.0,21459.0,21650.0,23359.0,23581.0,23623.0,23656.0,23397.0,23446.0
root/examples/allegro5_example,root/examples,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413.0,412.0,412.0,418.0,409.0,409.0,419.0,409.0,409.0,409.0,413.0,414.0,414.0,414.0,414.0,414.0,414.0,417.0,417.0,417.0,417.0,417.0,417.0,417.0,417.0,417.0,417.0,417.0,416.0,422.0,430.0,436.0,444.0,459.0,459.0,482.0,482.0,0,0
root/examples/allegro5_example/imconfig_allegro5.h,root/examples/allegro5_example,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,11.0,0,0
root/examples/allegro5_example/imgui_impl_a5.cpp,root/examples/allegro5_example,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.0,290.0,290.0,293.0,289.0,289.0,294.0,289.0,289.0,289.0,291.0,292.0,292.0,292.0,292.0,292.0,292.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,298.0,298.0,298.0,305.0,305.0,0,0,0,0
root/examples/allegro5_example/imgui_impl_a5.h,root/examples/allegro5_example,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,17.0,17.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,26.0,26.0,0,0,0,0
root/examples/allegro5_example/imgui_impl_allegro5.cpp,root/examples/allegro5_example,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316.0,316.0,0,0
root/examples/allegro5_example/imgui_impl_allegro5.h,root/examples/allegro5_example,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,26.0,0,0
root/examples/allegro5_example/main.cpp,root/examples/allegro5_example,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.0,105.0,105.0,105.0,100.0,100.0,105.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.0,105.0,110.0,116.0,124.0,128.0,128.0,129.0,129.0,0,0
root/examples/apple_example,root/examples,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1509.0,1509.0,1509.0,1509.0,1509.0,1510.0,1512.0,1512.0,1512.0,1512.0,1512.0,1512.0,1513.0,1513.0,1513.0,1513.0,1512.0,1512.0,1512.0,1512.0,1512.0,1534.0,1541.0,1541.0,1541.0,1529.0,0,0
