root/.idea,root,147.0,147.0,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/.idea/compiler.xml,root/.idea,22.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/.idea/copyright,root/.idea,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/.idea/copyright/profiles_settings.xml,root/.idea/copyright,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/.idea/encodings.xml,root/.idea,6.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/.idea/gradle.xml,root/.idea,19.0,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/.idea/misc.xml,root/.idea,69.0,69.0,69.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/.idea/modules.xml,root/.idea,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/.idea/runConfigurations.xml,root/.idea,12.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/.idea/vcs.xml,root/.idea,6.0,6.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/app,root,628.0,628.0,691.0,691.0,953.0,953.0,1061.0,1061.0,1061.0,1061.0,1530.0,1543.0,1543.0,1543.0,1543.0,1578.0,1578.0
root/app/src,root/app,628.0,628.0,691.0,691.0,953.0,953.0,1061.0,1061.0,1061.0,1061.0,1530.0,1543.0,1543.0,1543.0,1543.0,1578.0,1578.0
root/app/src/androidTest,root/app/src,13.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/app/src/androidTest/java,root/app/src/androidTest,13.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/app/src/androidTest/java/com,root/app/src/androidTest/java,13.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/app/src/androidTest/java/com/lzy,root/app/src/androidTest/java/com,13.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/app/src/androidTest/java/com/lzy/imagepickerdemo,root/app/src/androidTest/java/com/lzy,13.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
