root/imate.css,root,3339.0,3808.0,3813.0,3813.0,3813.0,3817.0,4032.0,4032.0,3263.0,3261.0,3263.0,3263.0,3263.0,3263.0,3263.0,3186.0,3492.0,2744.0,2744.0,2744.0,2809.0,2880.0,3303.0,3303.0,3297.0,3125.0,3125.0,3158.0,3158.0,3158.0,3158.0,3181.0,3181.0,3272.0,3272.0,3272.0,3272.0,3272.0,3273.0,3273.0,3340.0,3340.0,3340.0,3340.0,3340.0,3340.0,3340.0,3340.0,3340.0,1579.0
root/imate.min.css,root,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,12.0,12.0,12.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,7.0,7.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
root/lpfile.js,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.0,99.0,105.0,105.0,105.0,104.0,104.0,104.0,104.0,104.0
root/ravis.yml,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,8.0
root/untfile.js,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.0,83.0,83.0,80.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,0,0,0,0,0,0,0,0,0,0
root/urce,root,3327.0,3796.0,3801.0,3801.0,3801.0,3801.0,3970.0,3970.0,3203.0,3203.0,3203.0,3203.0,3203.0,3203.0,3203.0,3132.0,3432.0,985.0,985.0,985.0,997.0,1178.0,1348.0,1348.0,1342.0,1278.0,1278.0,1390.0,1390.0,1390.0,1390.0,1396.0,1396.0,1432.0,1432.0,1432.0,1426.0,1426.0,1427.0,1427.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,1487.0
root/urce/_base.css,root/urce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,22.0,22.0,22.0,26.0,26.0,26.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,30.0,30.0,30.0,30.0,30.0,27.0,27.0,28.0,28.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
root/urce/attention_seekers,root/urce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.0,75.0,75.0,86.0,177.0,177.0,177.0,177.0,193.0,193.0,193.0,193.0,193.0,193.0,193.0,193.0,229.0,229.0,229.0,226.0,226.0,226.0,226.0,261.0,261.0,261.0,261.0,261.0,261.0,261.0,261.0,261.0,261.0
root/urce/attention_seekers/bounce.css,root/urce/attention_seekers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,9.0,9.0,9.0,17.0,17.0,17.0,17.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
root/urce/attention_seekers/flash.css,root/urce/attention_seekers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,8.0,8.0,8.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
root/urce/attention_seekers/headShake.css,root/urce/attention_seekers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
root/urce/attention_seekers/jello.css,root/urce/attention_seekers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.0,36.0,36.0,33.0,33.0,33.0,33.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0
root/urce/attention_seekers/pulse.css,root/urce/attention_seekers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,11.0,11.0,11.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
root/urce/attention_seekers/rubberBand.css,root/urce/attention_seekers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,25.0,25.0,25.0,25.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0
root/urce/attention_seekers/shake.css,root/urce/attention_seekers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,9.0,9.0,9.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
root/urce/attention_seekers/swing.css,root/urce/attention_seekers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,12.0,12.0,12.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0
root/urce/attention_seekers/tada.css,root/urce/attention_seekers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,11.0,11.0,11.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
root/urce/attention_seekers/wobble.css,root/urce/attention_seekers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,15.0,15.0,15.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0
root/urce/bounce.css,root/urce,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/urce/bounceIn.css,root/urce,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/urce/bounceInDown.css,root/urce,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/urce/bounceInLeft.css,root/urce,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/urce/bounceInRight.css,root/urce,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/urce/bounceInUp.css,root/urce,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/urce/bounceOut.css,root/urce,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/urce/bounceOutDown.css,root/urce,0,0,0,0,0,0,0,0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/urce/bounceOutLeft.css,root/urce,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/urce/bounceOutRight.css,root/urce,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/urce/bounceOutUp.css,root/urce,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/urce/bounceOutdown.css,root/urce,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/urce/bouncing_entrances,root/urce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.0,115.0,115.0,116.0,116.0,116.0,116.0,116.0,161.0,161.0,161.0,161.0,161.0,161.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0
