root/.travis.yml,root,20.0,20.0,20.0,20.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0
root/gradlew,root,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,169.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0
root/gradlew.bat,root,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0
root/lib,root,432.0,432.0,1110.0,1213.0,1404.0,1404.0,1401.0,940.0,940.0,961.0,940.0,940.0,1004.0,998.0,999.0,960.0,960.0,999.0,999.0,999.0,999.0,1208.0,1206.0,1245.0
root/lib/proguard-rules.pro,root/lib,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
root/lib/src,root/lib,415.0,415.0,1093.0,1196.0,1387.0,1387.0,1384.0,923.0,923.0,944.0,923.0,923.0,987.0,981.0,982.0,943.0,943.0,982.0,982.0,982.0,982.0,1191.0,1189.0,1228.0
root/lib/src/main,root/lib/src,165.0,165.0,398.0,413.0,421.0,421.0,418.0,380.0,380.0,401.0,380.0,380.0,444.0,425.0,426.0,427.0,427.0,426.0,426.0,426.0,426.0,516.0,516.0,552.0
root/lib/src/main/AndroidManifest.xml,root/lib/src/main,10.0,10.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
root/lib/src/main/java,root/lib/src/main,152.0,152.0,384.0,399.0,407.0,407.0,404.0,366.0,366.0,387.0,366.0,366.0,430.0,419.0,420.0,421.0,421.0,420.0,420.0,420.0,420.0,510.0,510.0,546.0
root/lib/src/main/java/com,root/lib/src/main/java,152.0,152.0,384.0,399.0,407.0,407.0,404.0,366.0,366.0,387.0,366.0,366.0,430.0,419.0,420.0,421.0,421.0,420.0,420.0,420.0,420.0,510.0,510.0,546.0
root/lib/src/main/java/com/tbruyelle,root/lib/src/main/java/com,152.0,152.0,384.0,399.0,407.0,407.0,404.0,366.0,366.0,387.0,366.0,366.0,430.0,419.0,420.0,421.0,421.0,420.0,420.0,420.0,420.0,510.0,510.0,546.0
root/lib/src/main/java/com/tbruyelle/rxpermissions,root/lib/src/main/java/com/tbruyelle,152.0,152.0,384.0,399.0,407.0,407.0,404.0,366.0,366.0,387.0,366.0,366.0,430.0,419.0,420.0,0,0,420.0,420.0,420.0,420.0,0,0,0
root/lib/src/main/java/com/tbruyelle/rxpermissions/EnsureSameProcessActivity.java,root/lib/src/main/java/com/tbruyelle/rxpermissions,0,0,0,0,0,0,0,0,0,0,0,0,43.0,0,0,0,0,0,0,0,0,0,0,0
root/lib/src/main/java/com/tbruyelle/rxpermissions/Permission.java,root/lib/src/main/java/com/tbruyelle/rxpermissions,0,0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,47.0,48.0,48.0,0,0,48.0,48.0,48.0,48.0,0,0,0
root/lib/src/main/java/com/tbruyelle/rxpermissions/RxPermissions.java,root/lib/src/main/java/com/tbruyelle/rxpermissions,152.0,152.0,306.0,321.0,329.0,329.0,332.0,294.0,294.0,294.0,294.0,294.0,299.0,269.0,269.0,0,0,269.0,269.0,269.0,269.0,0,0,0
root/lib/src/main/java/com/tbruyelle/rxpermissions/RxPermissionsFragment.java,root/lib/src/main/java/com/tbruyelle/rxpermissions,0,0,0,0,0,0,0,0,0,0,0,0,0,102.0,103.0,0,0,103.0,103.0,103.0,103.0,0,0,0
root/lib/src/main/java/com/tbruyelle/rxpermissions/ShadowActivity.java,root/lib/src/main/java/com/tbruyelle/rxpermissions,0,0,41.0,41.0,41.0,41.0,35.0,35.0,35.0,56.0,35.0,35.0,41.0,0,0,0,0,0,0,0,0,0,0,0
root/lib/src/main/java/com/tbruyelle/rxpermissions2,root/lib/src/main/java/com/tbruyelle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421.0,421.0,0,0,0,0,510.0,510.0,546.0
root/lib/src/main/java/com/tbruyelle/rxpermissions2/Permission.java,root/lib/src/main/java/com/tbruyelle/rxpermissions2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0,48.0,0,0,0,0,100.0,100.0,100.0
root/lib/src/main/java/com/tbruyelle/rxpermissions2/RxPermissions.java,root/lib/src/main/java/com/tbruyelle/rxpermissions2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272.0,272.0,0,0,0,0,309.0,309.0,334.0
