root/Dockerfile.build,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.0,43.0,43.0,43.0,0,0,0,0,0,0,0,0,0
root/Makefile,root,0,109.0,68.0,68.0,68.0,74.0,77.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,79.0,79.0,79.0,79.0,98.0,90.0,124.0,172.0,196.0,137.0,156.0,156.0,156.0
root/build,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.0,98.0,98.0,98.0,0,0,0,0,0,0,0,0,0
root/build/deb,root/build,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.0,98.0,98.0,98.0,0,0,0,0,0,0,0,0,0
root/build/deb/nvidia-docker.postinst,root/build/deb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,32.0,32.0,32.0,0,0,0,0,0,0,0,0,0
root/build/deb/nvidia-docker.postrm,root/build/deb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0,24.0,24.0,24.0,0,0,0,0,0,0,0,0,0
root/build/deb/nvidia-docker.prerm,root/build/deb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0,27.0,27.0,27.0,0,0,0,0,0,0,0,0,0
root/build/deb/prepare,root/build/deb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.0,5.0,5.0,0,0,0,0,0,0,0,0,0
root/build/deb/rules,root/build/deb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,10.0,10.0,10.0,0,0,0,0,0,0,0,0,0
root/centos-6,root,0,0,7.0,7.0,7.0,7.0,0,0,0,0,0,9.0,9.0,9.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/centos-6/cuda,root/centos-6,0,0,7.0,7.0,7.0,7.0,0,0,0,0,0,9.0,9.0,9.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/centos-6/cuda/Makefile,root/centos-6/cuda,0,0,7.0,7.0,7.0,7.0,0,0,0,0,0,9.0,9.0,9.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/centos-7,root,0,0,8.0,8.0,8.0,9.0,10.0,10.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/centos-7/cuda,root/centos-7,0,0,8.0,8.0,8.0,9.0,10.0,10.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/centos-7/cuda/Makefile,root/centos-7/cuda,0,0,8.0,8.0,8.0,9.0,10.0,10.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/debian,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
root/debian/prepare,root/debian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
root/debian/rules,root/debian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
root/nvidia-docker,root,223.0,223.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0,31.0,31.0,34.0,34.0,34.0,34.0,34.0,34.0
root/samples,root,0,0,9.0,9.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/samples/centos,root/samples,0,0,0,0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/samples/centos/Makefile,root/samples/centos,0,0,0,0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/samples/ubuntu,root/samples,0,0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/samples/ubuntu/Makefile,root/samples/ubuntu,0,0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/src,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3266.0,3266.0,3269.0,3269.0,0,0,0,0,0,0,0,0,0
root/src/cuda,root/src,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.0,202.0,202.0,202.0,0,0,0,0,0,0,0,0,0
root/src/cuda/bindings.go,root/src/cuda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0,82.0,82.0,82.0,0,0,0,0,0,0,0,0,0
root/src/cuda/cuda.go,root/src/cuda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.0,120.0,120.0,120.0,0,0,0,0,0,0,0,0,0
root/src/docker,root/src,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234.0,234.0,234.0,234.0,0,0,0,0,0,0,0,0,0
root/src/docker/docker.go,root/src/docker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234.0,234.0,234.0,234.0,0,0,0,0,0,0,0,0,0
root/src/graceful,root/src,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.0,104.0,104.0,104.0,0,0,0,0,0,0,0,0,0
root/src/graceful/graceful.go,root/src/graceful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.0,104.0,104.0,104.0,0,0,0,0,0,0,0,0,0
root/src/ldcache,root/src,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196.0,196.0,196.0,196.0,0,0,0,0,0,0,0,0,0
root/src/ldcache/ldcache.go,root/src/ldcache,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196.0,196.0,196.0,196.0,0,0,0,0,0,0,0,0,0
