root/.github,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
root/.github/stale.yml,root/.github,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
root/.travis.yml,root,0,0,0,20.0,18.0,18.0,21.0,22.0,42.0,66.0,71.0,71.0,71.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,68.0,68.0,70.0,70.0,90.0,95.0,95.0,98.0,98.0,100.0,100.0,115.0,115.0,115.0,115.0,115.0,116.0,116.0
root/docker,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0
root/docker/Makefile,root/docker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0
root/docs,root,0,37.0,43.0,40.0,39.0,39.0,40.0,40.0,41.0,298.0,298.0,302.0,302.0,572.0,572.0,474.0,482.0,502.0,506.0,542.0,543.0,539.0,546.0,546.0,564.0,573.0,572.0,575.0,575.0,575.0,575.0,631.0,633.0,633.0,634.0,640.0,676.0,704.0,762.0,741.0,744.0
root/docs/autogen.py,root/docs,0,0,0,0,0,0,0,0,0,256.0,256.0,260.0,260.0,520.0,520.0,422.0,429.0,447.0,451.0,482.0,483.0,479.0,485.0,485.0,511.0,519.0,518.0,521.0,521.0,521.0,521.0,577.0,578.0,578.0,579.0,585.0,621.0,649.0,707.0,686.0,689.0
root/docs/mkdocs.yml,root/docs,0,37.0,43.0,40.0,39.0,39.0,40.0,40.0,41.0,42.0,42.0,42.0,42.0,52.0,52.0,52.0,53.0,55.0,55.0,60.0,60.0,60.0,61.0,61.0,53.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0
root/examples,root,242.0,587.0,644.0,813.0,976.0,1339.0,1364.0,1551.0,1780.0,1594.0,2487.0,2616.0,2615.0,2872.0,3060.0,3059.0,3331.0,4423.0,4581.0,4580.0,5032.0,5074.0,5136.0,5118.0,5232.0,5237.0,5238.0,5410.0,5456.0,5618.0,5758.0,6196.0,6421.0,6422.0,6994.0,7217.0,7217.0,7213.0,7350.0,7486.0,7487.0
root/examples/addition_rnn.py,root/examples,0,0,0,0,0,164.0,164.0,170.0,166.0,166.0,166.0,166.0,166.0,169.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,202.0,200.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0
root/examples/antirectifier.py,root/examples,0,0,0,0,0,0,0,0,0,0,106.0,106.0,106.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,105.0,105.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0
root/examples/babi_memnn.py,root/examples,0,0,0,0,0,0,0,0,203.0,204.0,204.0,204.0,204.0,204.0,209.0,209.0,209.0,209.0,210.0,210.0,210.0,210.0,210.0,210.0,235.0,235.0,235.0,235.0,235.0,235.0,235.0,223.0,224.0,224.0,224.0,225.0,225.0,225.0,225.0,225.0,225.0
root/examples/babi_rnn.py,root/examples,0,0,0,0,0,199.0,199.0,199.0,199.0,197.0,197.0,201.0,201.0,205.0,211.0,211.0,211.0,211.0,211.0,211.0,211.0,211.0,211.0,208.0,223.0,223.0,223.0,223.0,223.0,223.0,223.0,223.0,224.0,224.0,224.0,225.0,225.0,225.0,225.0,225.0,225.0
root/examples/cifar10_cnn.py,root/examples,117.0,123.0,123.0,124.0,116.0,116.0,129.0,121.0,121.0,119.0,106.0,106.0,106.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,103.0,103.0,103.0,103.0,101.0,101.0,101.0,147.0,147.0,151.0,118.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,123.0,123.0
root/examples/cifar10_cnn_capsule.py,root/examples,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222.0,222.0,222.0,222.0,232.0,232.0
root/examples/cifar10_cnn_tfaugment2d.py,root/examples,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.0,179.0,179.0,179.0,179.0,179.0,179.0
root/examples/cifar10_resnet.py,root/examples,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192.0,382.0,382.0,411.0,411.0,411.0,411.0,411.0,431.0,431.0
root/examples/conv_filter_visualization.py,root/examples,0,0,0,0,0,0,0,0,0,0,186.0,186.0,186.0,184.0,184.0,184.0,184.0,132.0,132.0,132.0,132.0,132.0,134.0,134.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,136.0,136.0,136.0
root/examples/conv_lstm.py,root/examples,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.0,142.0,142.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0
root/examples/deep_dream.py,root/examples,0,0,0,0,0,0,0,0,0,0,234.0,234.0,235.0,233.0,233.0,233.0,233.0,233.0,207.0,209.0,209.0,209.0,220.0,218.0,219.0,195.0,195.0,195.0,195.0,195.0,195.0,195.0,195.0,195.0,195.0,195.0,195.0,195.0,190.0,190.0,190.0
root/examples/image_ocr.py,root/examples,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442.0,470.0,470.0,470.0,490.0,488.0,488.0,491.0,491.0,491.0,491.0,491.0,496.0,496.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0
root/examples/imdb_bidirectional_lstm.py,root/examples,0,0,0,0,0,0,0,0,63.0,62.0,62.0,62.0,62.0,61.0,61.0,61.0,60.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0
root/examples/imdb_cnn.py,root/examples,0,0,0,0,82.0,82.0,82.0,76.0,80.0,78.0,78.0,78.0,77.0,84.0,84.0,84.0,82.0,82.0,82.0,78.0,78.0,78.0,77.0,77.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0
root/examples/imdb_cnn_lstm.py,root/examples,0,0,0,0,0,0,0,84.0,84.0,82.0,82.0,82.0,82.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0
root/examples/imdb_fasttext.py,root/examples,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.0,139.0,136.0,136.0,136.0,136.0,136.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0
root/examples/imdb_lstm.py,root/examples,62.0,70.0,70.0,64.0,64.0,64.0,64.0,64.0,69.0,67.0,67.0,67.0,66.0,63.0,62.0,62.0,59.0,57.0,57.0,57.0,57.0,57.0,56.0,54.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0
root/examples/inception_v3.py,root/examples,0,0,0,0,0,0,0,0,0,0,0,0,0,290.0,290.0,290.0,290.0,290.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
